DOR Code,Municipality,Fiscal Year,Residential,Open Space,Commercial,Industrial,Personal Property
187,Millis,2013,16.34,0.00,16.34,16.34,16.34
187,Millis,2014,17.06,0.00,17.06,17.06,17.06
187,Millis,2015,17.00,0.00,17.00,17.00,17.00
187,Millis,2016,17.44,0.00,17.44,17.44,17.44
187,Millis,2017,18.42,0.00,18.42,18.42,18.42
188,Millville,2003,15.25,0.00,15.25,15.25,15.25
188,Millville,2004,15.41,0.00,15.41,15.41,15.41
188,Millville,2005,11.32,0.00,11.32,11.32,11.32
188,Millville,2006,11.73,0.00,11.73,11.73,11.73
188,Millville,2007,10.52,0.00,10.52,10.52,10.52
188,Millville,2008,10.60,0.00,10.60,10.60,10.60
188,Millville,2009,11.41,0.00,11.41,11.41,11.41
188,Millville,2010,11.79,0.00,11.79,11.79,11.79
188,Millville,2011,12.61,0.00,12.61,12.61,12.61
188,Millville,2012,13.17,0.00,13.17,13.17,13.17
188,Millville,2013,15.11,0.00,15.11,15.11,15.11
188,Millville,2014,17.18,0.00,17.18,17.18,17.18
188,Millville,2015,17.24,0.00,17.24,17.24,17.24
188,Millville,2016,16.91,0.00,16.91,16.91,16.91
188,Millville,2017,16.11,0.00,16.11,16.11,16.11
189,Milton,2003,11.73,0.00,19.71,19.71,19.71
189,Milton,2004,12.12,0.00,19.20,19.20,19.20
189,Milton,2005,10.54,0.00,21.19,21.19,21.19
189,Milton,2006,10.15,0.00,19.83,19.83,19.83
189,Milton,2007,10.84,0.00,20.34,20.34,20.34
189,Milton,2008,10.95,0.00,18.96,18.96,18.96
189,Milton,2009,11.74,0.00,17.95,17.95,17.95
189,Milton,2010,13.35,0.00,20.44,20.44,20.44
189,Milton,2011,14.07,0.00,21.56,21.56,21.56
189,Milton,2012,14.35,0.00,21.99,21.99,21.99
189,Milton,2013,14.70,0.00,22.54,22.54,22.54
189,Milton,2014,14.99,0.00,22.97,22.97,22.97
189,Milton,2015,13.94,0.00,22.40,22.40,22.40
189,Milton,2016,13.50,0.00,21.70,21.70,21.70
189,Milton,2017,13.56,0.00,21.51,21.51,21.51
190,Monroe,2003,15.86,0.00,30.00,30.00,30.00
190,Monroe,2004,16.25,0.00,30.99,30.99,30.99
190,Monroe,2005,15.90,0.00,29.92,29.92,29.92
190,Monroe,2006,11.51,0.00,28.84,28.84,28.84
190,Monroe,2007,12.30,0.00,28.03,28.03,28.03
190,Monroe,2008,13.94,0.00,33.49,33.49,33.49
190,Monroe,2009,13.68,0.00,25.41,25.41,25.41
190,Monroe,2010,12.82,0.00,28.38,28.38,28.38
190,Monroe,2011,12.80,0.00,27.63,27.63,27.63
190,Monroe,2012,12.15,0.00,28.88,28.88,28.88
190,Monroe,2013,13.38,0.00,32.19,32.19,32.19
190,Monroe,2014,12.62,0.00,30.29,30.29,30.29
190,Monroe,2015,12.40,0.00,23.03,23.03,23.03
190,Monroe,2016,11.91,0.00,22.12,22.12,22.12
190,Monroe,2017,12.37,0.00,23.25,23.25,23.25
191,Monson,2003,17.99,0.00,17.99,17.99,17.99
191,Monson,2004,15.97,0.00,15.97,15.97,15.97
191,Monson,2005,13.01,0.00,13.01,13.01,13.01
191,Monson,2006,12.18,0.00,12.18,12.18,12.18
191,Monson,2007,11.66,0.00,11.66,11.66,11.66
191,Monson,2008,11.92,0.00,11.92,11.92,11.92
191,Monson,2009,12.61,0.00,12.61,12.61,12.61
191,Monson,2010,13.45,0.00,13.45,13.45,13.45
191,Monson,2011,14.43,0.00,14.43,14.43,14.43
191,Monson,2012,14.96,0.00,14.96,14.96,14.96
191,Monson,2013,15.12,0.00,15.12,15.12,15.12
191,Monson,2014,16.20,0.00,16.20,16.20,16.20
191,Monson,2015,16.67,0.00,16.67,16.67,16.67
191,Monson,2016,17.12,0.00,17.12,17.12,17.12
191,Monson,2017,17.41,0.00,17.41,17.41,17.41
192,Montague,2003,19.08,19.08,24.13,24.13,24.13
192,Montague,2004,17.25,17.25,24.09,24.09,24.09
192,Montague,2005,15.06,15.06,23.54,23.54,23.54
192,Montague,2006,14.55,14.55,23.22,23.22,23.22
192,Montague,2007,13.25,13.25,20.59,20.59,20.59
192,Montague,2008,13.55,13.55,20.68,20.68,20.68
192,Montague,2009,14.29,14.29,21.52,21.52,21.52
192,Montague,2010,14.21,0.00,21.52,21.52,21.52
192,Montague,2011,15.28,0.00,23.05,23.05,23.05
192,Montague,2012,15.97,0.00,23.90,23.90,23.90
192,Montague,2013,17.04,0.00,25.51,25.51,25.51
192,Montague,2014,16.34,0.00,24.85,24.85,24.85
192,Montague,2015,16.96,0.00,25.65,25.65,25.65
192,Montague,2016,17.61,0.00,26.30,26.30,26.30
192,Montague,2017,16.67,0.00,25.09,25.09,25.09
193,Monterey,2003,7.90,0.00,7.90,7.90,7.90
193,Monterey,2004,8.10,0.00,8.10,8.10,8.10
193,Monterey,2005,6.58,0.00,6.58,6.58,6.58
193,Monterey,2006,5.29,0.00,5.29,5.29,5.29
193,Monterey,2007,5.40,0.00,5.40,5.40,5.40
193,Monterey,2008,5.10,0.00,5.10,5.10,5.10
193,Monterey,2009,5.21,0.00,5.21,5.21,5.21
193,Monterey,2010,5.35,0.00,5.35,5.35,5.35
193,Monterey,2011,5.28,0.00,5.28,5.28,5.28
193,Monterey,2012,5.27,0.00,5.27,5.27,5.27
193,Monterey,2013,5.59,0.00,5.59,5.59,5.59
193,Monterey,2014,6.08,0.00,6.08,6.08,6.08
193,Monterey,2015,5.92,0.00,5.92,5.92,5.92
193,Monterey,2016,6.25,0.00,6.25,6.25,6.25
193,Monterey,2017,7.30,0.00,7.30,7.30,7.30
194,Montgomery,2003,15.75,0.00,15.75,15.75,15.75
194,Montgomery,2004,13.22,0.00,13.22,13.22,13.22
194,Montgomery,2005,13.20,0.00,13.20,13.20,13.20
194,Montgomery,2006,10.95,0.00,10.95,10.95,10.95
194,Montgomery,2007,11.62,0.00,11.62,11.62,11.62
194,Montgomery,2008,12.51,0.00,12.51,12.51,12.51
194,Montgomery,2009,13.20,0.00,13.20,13.20,13.20
194,Montgomery,2010,13.16,0.00,13.16,13.16,13.16
194,Montgomery,2011,13.81,0.00,13.81,13.81,13.81
194,Montgomery,2012,14.39,0.00,14.39,14.39,14.39
194,Montgomery,2013,14.01,0.00,14.01,14.01,14.01
194,Montgomery,2014,14.20,0.00,14.20,14.20,14.20
194,Montgomery,2015,14.37,0.00,14.37,14.37,14.37
194,Montgomery,2016,14.19,0.00,14.19,14.19,14.19
194,Montgomery,2017,13.79,0.00,13.79,13.79,13.79
195,Mount Washington,2003,4.80,0.00,4.80,4.80,4.80
195,Mount Washington,2004,5.26,0.00,5.26,5.26,5.26
195,Mount Washington,2005,4.98,0.00,4.98,4.98,4.98
195,Mount Washington,2006,5.22,0.00,5.22,5.22,5.22
195,Mount Washington,2007,5.13,0.00,5.13,5.13,5.13
195,Mount Washington,2008,5.52,0.00,5.52,5.52,5.52
195,Mount Washington,2009,5.72,0.00,5.72,5.72,5.72
195,Mount Washington,2010,6.63,0.00,6.63,6.63,6.63
195,Mount Washington,2011,5.36,0.00,5.36,5.36,5.36
195,Mount Washington,2012,5.65,0.00,5.65,5.65,5.65
195,Mount Washington,2013,5.84,0.00,5.84,5.84,5.84
195,Mount Washington,2014,5.66,0.00,5.66,5.66,5.66
195,Mount Washington,2015,5.73,0.00,5.73,5.73,5.73
195,Mount Washington,2016,6.04,0.00,6.04,6.04,6.04
195,Mount Washington,2017,6.23,0.00,6.23,6.23,6.23
196,Nahant,2003,9.12,0.00,9.12,9.12,9.12
196,Nahant,2004,8.44,0.00,8.44,8.44,8.44
196,Nahant,2005,7.86,0.00,7.86,7.86,7.86
196,Nahant,2006,7.27,0.00,7.27,7.27,7.27
196,Nahant,2007,7.11,0.00,7.11,7.11,7.11
196,Nahant,2008,8.33,0.00,8.33,8.33,8.33
196,Nahant,2009,8.53,0.00,8.53,8.53,8.53
196,Nahant,2010,9.42,0.00,9.42,9.42,9.42
196,Nahant,2011,10.00,0.00,10.00,10.00,10.00
196,Nahant,2012,10.55,0.00,10.55,10.55,10.55
196,Nahant,2013,10.74,0.00,10.74,10.74,10.74
196,Nahant,2014,11.03,0.00,11.03,11.03,11.03
196,Nahant,2015,10.92,0.00,10.92,10.92,10.92
196,Nahant,2016,10.52,0.00,10.52,10.52,10.52
196,Nahant,2017,10.47,0.00,10.47,10.47,10.47
197,Nantucket,2003,3.42,3.29,6.11,6.11,6.11
197,Nantucket,2004,3.13,3.00,4.73,4.73,4.73
197,Nantucket,2005,3.30,3.16,4.99,4.99,4.99
197,Nantucket,2006,2.84,2.73,5.06,5.06,5.06
197,Nantucket,2007,2.49,2.39,4.46,4.46,4.46
197,Nantucket,2008,2.67,2.56,4.77,4.77,4.77
197,Nantucket,2009,2.76,2.65,4.92,4.92,4.92
197,Nantucket,2010,3.01,2.88,5.35,5.35,5.35
197,Nantucket,2011,3.58,3.42,6.41,6.41,6.41
197,Nantucket,2012,3.62,3.46,6.47,6.47,6.47
197,Nantucket,2013,3.67,3.51,6.51,6.51,6.51
197,Nantucket,2014,3.76,3.60,6.68,6.68,6.68
197,Nantucket,2015,3.61,3.45,6.38,6.38,6.38
197,Nantucket,2016,3.36,3.22,5.93,5.93,5.93
197,Nantucket,2017,3.39,3.24,5.99,5.99,5.99
198,Natick,2003,12.32,0.00,12.32,12.32,12.32
198,Natick,2004,10.17,0.00,10.17,10.17,10.17
198,Natick,2005,10.60,0.00,10.60,10.60,10.60
198,Natick,2006,10.02,0.00,10.02,10.02,10.02
198,Natick,2007,9.58,0.00,9.58,9.58,9.58
198,Natick,2008,10.01,0.00,10.01,10.01,10.01
198,Natick,2009,11.09,0.00,11.09,11.09,11.09
198,Natick,2010,11.67,0.00,11.67,11.67,11.67
198,Natick,2011,12.60,0.00,12.60,12.60,12.60
198,Natick,2012,13.91,0.00,13.91,13.91,13.91
198,Natick,2013,14.34,0.00,14.34,14.34,14.34
198,Natick,2014,14.18,0.00,14.18,14.18,14.18
198,Natick,2015,13.82,0.00,13.82,13.82,13.82
198,Natick,2016,13.57,0.00,13.57,13.57,13.57
198,Natick,2017,13.49,0.00,13.49,13.49,13.49
199,Needham,2003,9.21,0.00,18.18,18.18,18.18
199,Needham,2004,9.45,0.00,18.56,18.56,18.56
199,Needham,2005,9.61,0.00,18.83,18.83,18.83
199,Needham,2006,8.80,0.00,17.14,17.14,17.14
199,Needham,2007,9.35,0.00,18.17,18.17,18.17
199,Needham,2008,9.70,0.00,18.92,18.92,18.92
199,Needham,2009,9.96,0.00,19.56,19.56,19.56
199,Needham,2010,10.53,0.00,20.68,20.68,20.68
199,Needham,2011,10.90,0.00,21.50,21.50,21.50
199,Needham,2012,10.95,0.00,21.50,21.50,21.50
199,Needham,2013,11.30,0.00,22.18,22.18,22.18
199,Needham,2014,11.64,0.00,22.99,22.99,22.99
199,Needham,2015,11.29,0.00,22.43,22.43,22.43
199,Needham,2016,11.54,0.00,23.02,23.02,23.02
199,Needham,2017,11.89,0.00,23.63,23.63,23.63
200,New Ashford,2003,7.91,7.91,11.89,,11.89
200,New Ashford,2004,9.43,9.43,14.31,0.00,14.31
200,New Ashford,2005,7.72,7.72,12.20,0.00,12.20
200,New Ashford,2006,7.92,7.92,11.96,11.96,11.96
200,New Ashford,2007,7.72,7.72,11.30,11.30,11.30
200,New Ashford,2008,7.54,7.54,10.98,10.98,10.98
200,New Ashford,2009,6.96,6.96,10.25,10.25,10.25
200,New Ashford,2010,6.84,6.84,11.53,11.53,11.38
200,New Ashford,2011,7.28,7.28,10.59,10.59,11.12
200,New Ashford,2012,8.84,8.84,12.53,12.53,12.36
200,New Ashford,2013,9.16,9.16,12.98,12.98,12.80
200,New Ashford,2014,8.20,8.20,13.18,13.18,13.00
200,New Ashford,2015,7.90,7.90,11.19,11.19,11.05
200,New Ashford,2016,7.86,7.86,11.19,11.19,11.05
200,New Ashford,2017,8.32,8.32,11.75,11.75,11.62
201,New Bedford,2003,14.66,0.00,31.18,31.18,31.18
201,New Bedford,2004,12.37,0.00,27.84,27.84,27.84
201,New Bedford,2005,11.37,0.00,27.60,27.60,27.60
201,New Bedford,2006,10.87,0.00,25.13,25.13,25.13
201,New Bedford,2007,10.31,0.00,22.35,22.35,22.35
201,New Bedford,2008,10.55,0.00,21.51,21.51,21.51
201,New Bedford,2009,11.45,0.00,23.56,23.56,23.56
201,New Bedford,2010,12.03,0.00,24.87,24.87,24.87
201,New Bedford,2011,12.88,0.00,27.14,27.14,27.14
201,New Bedford,2012,13.76,0.00,28.44,28.44,28.44
201,New Bedford,2013,14.33,0.00,29.54,29.54,29.54
201,New Bedford,2014,15.16,0.00,31.08,31.08,31.08
201,New Bedford,2015,15.73,0.00,33.56,33.56,33.56
201,New Bedford,2016,16.49,0.00,35.83,35.83,35.83
201,New Bedford,2017,16.69,0.00,36.03,36.03,36.03
202,New Braintree,2003,17.38,0.00,17.38,17.38,17.38
202,New Braintree,2004,12.62,0.00,12.62,12.62,12.62
202,New Braintree,2005,13.73,0.00,13.73,13.73,13.73
202,New Braintree,2006,12.96,0.00,12.96,12.96,12.96
202,New Braintree,2007,11.95,0.00,11.95,11.95,11.95
202,New Braintree,2008,12.54,0.00,12.54,12.54,12.54
202,New Braintree,2009,13.20,0.00,13.20,13.20,13.20
202,New Braintree,2010,13.98,0.00,13.98,13.98,13.98
202,New Braintree,2011,15.44,0.00,15.44,0.00,15.44
202,New Braintree,2012,15.96,0.00,15.96,15.96,15.96
202,New Braintree,2013,15.93,0.00,15.93,15.93,15.93
202,New Braintree,2014,16.34,0.00,16.34,16.34,16.34
202,New Braintree,2015,16.24,0.00,16.24,16.24,16.24
202,New Braintree,2016,17.40,0.00,17.40,17.40,17.40
202,New Braintree,2017,18.06,0.00,18.06,18.06,18.06
203,New Marlborough,2003,11.02,11.02,11.02,11.02,11.02
203,New Marlborough,2004,7.00,0.00,7.00,7.00,7.00
203,New Marlborough,2005,7.22,0.00,7.22,7.22,7.22
203,New Marlborough,2006,7.04,0.00,7.04,7.04,7.04
203,New Marlborough,2007,5.68,0.00,5.68,5.68,5.68
203,New Marlborough,2008,6.46,0.00,6.46,6.46,6.46
203,New Marlborough,2009,7.27,0.00,7.27,7.27,7.27
203,New Marlborough,2010,7.67,0.00,7.67,7.67,7.67
203,New Marlborough,2011,8.47,0.00,8.47,8.47,8.47
203,New Marlborough,2012,8.77,0.00,8.77,8.77,8.77
203,New Marlborough,2013,8.97,0.00,8.97,8.97,8.97
203,New Marlborough,2014,9.16,0.00,9.16,9.16,9.16
203,New Marlborough,2015,9.44,0.00,9.44,9.44,9.44
203,New Marlborough,2016,9.60,0.00,9.60,9.60,9.60
203,New Marlborough,2017,9.80,0.00,9.80,9.80,9.80
204,New Salem,2003,12.50,0.00,12.50,12.50,12.50
204,New Salem,2004,14.00,0.00,14.00,14.00,14.00
204,New Salem,2005,13.02,0.00,13.02,13.02,13.02
204,New Salem,2006,10.92,0.00,10.92,10.92,10.92
204,New Salem,2007,12.12,0.00,12.12,12.12,12.12
204,New Salem,2008,12.61,0.00,14.58,14.58,14.58
204,New Salem,2009,11.97,11.97,13.85,13.85,13.85
204,New Salem,2010,12.30,12.30,14.24,14.24,14.24
204,New Salem,2011,13.20,13.20,15.30,15.30,15.30
204,New Salem,2012,13.40,13.40,16.02,16.02,16.02
204,New Salem,2013,15.40,15.40,18.74,18.74,18.74
204,New Salem,2014,16.12,16.12,19.66,19.66,19.66
204,New Salem,2015,16.48,16.48,20.10,20.10,20.10
204,New Salem,2016,17.23,17.23,22.99,22.99,22.99
204,New Salem,2017,17.93,17.93,21.90,21.90,21.90
205,Newbury,2003,10.20,0.00,10.20,10.20,10.20
205,Newbury,2004,8.62,0.00,8.62,8.62,8.62
205,Newbury,2005,8.45,0.00,8.45,8.45,8.45
205,Newbury,2006,8.79,0.00,8.79,8.79,8.79
205,Newbury,2007,8.23,0.00,8.23,8.23,8.23
205,Newbury,2008,8.57,0.00,8.57,8.57,8.57
205,Newbury,2009,9.16,0.00,9.16,9.16,9.16
205,Newbury,2010,9.52,0.00,9.52,9.52,9.52
205,Newbury,2011,10.18,0.00,10.18,10.18,10.18
205,Newbury,2012,11.07,0.00,11.07,11.07,11.07
205,Newbury,2013,11.40,0.00,11.40,11.40,11.40
205,Newbury,2014,11.32,0.00,11.32,11.32,11.32
205,Newbury,2015,11.52,0.00,11.52,11.52,11.52
205,Newbury,2016,11.40,0.00,11.40,11.40,11.40
205,Newbury,2017,10.61,0.00,10.61,10.61,10.61
206,Newburyport,2003,13.65,13.65,13.65,13.65,13.65
206,Newburyport,2004,14.29,14.29,14.29,14.29,14.29
206,Newburyport,2005,10.52,10.52,10.52,10.52,10.52
206,Newburyport,2006,10.26,10.26,10.26,10.26,10.26
206,Newburyport,2007,10.09,10.09,10.09,10.09,10.09
206,Newburyport,2008,10.13,10.13,10.13,10.13,10.13
206,Newburyport,2009,10.93,10.93,10.93,10.93,10.93
206,Newburyport,2010,11.66,11.66,11.66,11.66,11.66
206,Newburyport,2011,12.07,12.07,12.07,12.07,12.07
206,Newburyport,2012,12.80,12.80,12.80,12.80,12.80
206,Newburyport,2013,13.32,13.32,13.32,13.32,13.32
206,Newburyport,2014,14.16,14.16,14.16,14.16,14.16
206,Newburyport,2015,13.34,13.34,13.34,13.34,13.34
206,Newburyport,2016,13.39,13.39,13.39,13.39,13.39
206,Newburyport,2017,13.45,13.45,13.45,13.45,13.45
207,Newton,2003,10.92,0.00,20.63,20.63,20.63
207,Newton,2004,10.20,0.00,19.37,19.37,19.37
207,Newton,2005,9.48,0.00,18.02,18.02,18.02
207,Newton,2006,9.36,0.00,17.72,17.72,17.72
207,Newton,2007,9.33,0.00,17.64,17.64,17.64
207,Newton,2008,9.70,0.00,18.46,18.46,18.46
207,Newton,2009,9.96,0.00,19.00,19.00,19.00
207,Newton,2010,10.41,0.00,19.93,19.93,19.93
207,Newton,2011,10.90,0.00,20.89,20.89,20.89
207,Newton,2012,11.17,0.00,21.32,21.32,21.32
207,Newton,2013,11.49,0.00,21.93,21.93,21.93
207,Newton,2014,12.12,0.00,23.18,23.18,23.18
207,Newton,2015,11.61,0.00,22.38,22.38,22.38
207,Newton,2016,11.38,0.00,21.94,21.94,21.94
207,Newton,2017,11.12,0.00,21.27,21.27,21.27
208,Norfolk,2003,13.01,13.01,13.01,13.01,13.01
208,Norfolk,2004,11.93,11.93,11.93,11.93,11.93
208,Norfolk,2005,12.50,12.50,12.50,12.50,12.50
208,Norfolk,2006,12.48,12.48,12.48,12.48,12.48
208,Norfolk,2007,12.15,12.15,12.15,12.15,12.15
208,Norfolk,2008,12.78,12.78,12.78,12.78,12.78
208,Norfolk,2009,13.87,13.87,13.87,13.87,13.87
208,Norfolk,2010,14.07,14.07,14.07,14.07,14.07
208,Norfolk,2011,15.10,15.10,15.10,15.10,15.10
208,Norfolk,2012,16.47,16.47,16.47,16.47,16.47
208,Norfolk,2013,17.10,17.10,17.10,17.10,17.10
208,Norfolk,2014,17.43,17.43,17.43,17.43,17.43
208,Norfolk,2015,17.66,17.66,17.66,17.66,17.66
208,Norfolk,2016,18.08,18.08,18.08,18.08,18.08
208,Norfolk,2017,18.22,18.22,18.22,18.22,18.22
209,North Adams,2003,14.69,14.69,28.22,28.22,28.22
209,North Adams,2004,13.28,13.28,27.48,27.48,27.48
209,North Adams,2005,12.22,12.22,28.76,28.76,28.76
209,North Adams,2006,11.57,11.57,28.98,28.98,28.98
209,North Adams,2007,11.13,0.00,26.62,26.62,26.62
209,North Adams,2008,11.32,0.00,26.72,26.72,26.72
209,North Adams,2009,11.71,0.00,27.03,27.03,27.03
209,North Adams,2010,12.44,0.00,27.92,27.92,27.92
209,North Adams,2011,14.00,0.00,31.49,31.49,31.49
209,North Adams,2012,14.82,0.00,32.83,32.83,32.83
209,North Adams,2013,15.30,0.00,32.95,32.95,32.95
209,North Adams,2014,15.92,0.00,34.54,34.54,34.54
209,North Adams,2015,16.69,0.00,36.03,36.03,36.03
209,North Adams,2016,17.39,0.00,37.93,37.93,37.93
209,North Adams,2017,17.67,0.00,38.65,38.65,38.65
210,North Andover,2003,13.12,0.00,15.92,15.92,15.92
210,North Andover,2004,11.76,0.00,14.28,14.28,14.28
210,North Andover,2005,11.52,0.00,12.59,12.59,12.59
210,North Andover,2006,11.14,0.00,13.47,13.47,13.47
210,North Andover,2007,10.45,0.00,12.63,12.63,12.63
210,North Andover,2008,11.40,0.00,13.78,13.78,13.78
210,North Andover,2009,11.76,0.00,16.69,16.69,16.69
210,North Andover,2010,12.74,0.00,17.69,17.69,17.69
210,North Andover,2011,13.52,0.00,18.63,18.63,18.63
210,North Andover,2012,13.92,0.00,19.16,19.16,19.16
210,North Andover,2013,13.72,0.00,18.85,18.85,18.85
210,North Andover,2014,14.41,0.00,19.45,19.45,19.45
210,North Andover,2015,14.39,0.00,20.29,20.29,20.29
210,North Andover,2016,14.27,0.00,20.47,20.47,20.47
210,North Andover,2017,14.28,0.00,20.45,20.45,20.45
211,North Attleborough,2003,12.23,0.00,12.23,12.23,12.23
211,North Attleborough,2004,12.83,0.00,12.83,12.83,12.83
211,North Attleborough,2005,9.29,0.00,9.89,9.89,9.89
211,North Attleborough,2006,9.01,0.00,9.59,9.59,9.59
211,North Attleborough,2007,8.42,0.00,9.28,9.28,9.28
211,North Attleborough,2008,9.07,0.00,9.07,9.07,9.07
211,North Attleborough,2009,9.82,0.00,9.82,9.82,9.82
211,North Attleborough,2010,10.44,0.00,10.44,10.44,10.44
211,North Attleborough,2011,11.72,0.00,11.72,11.72,11.72
211,North Attleborough,2012,12.23,0.00,12.70,12.70,12.70
211,North Attleborough,2013,12.78,0.00,12.78,12.78,12.78
211,North Attleborough,2014,13.24,0.00,13.24,13.24,13.24
211,North Attleborough,2015,13.14,0.00,13.14,13.14,13.14
211,North Attleborough,2016,13.22,0.00,13.22,13.22,13.22
211,North Attleborough,2017,13.22,0.00,13.23,13.23,13.22
212,North Brookfield,2003,13.86,0.00,13.86,13.86,13.86
212,North Brookfield,2004,10.42,0.00,10.42,10.42,10.42
212,North Brookfield,2005,10.54,0.00,10.54,10.54,10.54
212,North Brookfield,2006,10.16,0.00,10.16,10.16,10.16
212,North Brookfield,2007,9.34,0.00,9.34,9.34,9.34
212,North Brookfield,2008,9.94,0.00,9.94,9.94,9.94
212,North Brookfield,2009,10.80,0.00,10.80,10.80,10.80
212,North Brookfield,2010,12.56,0.00,12.56,12.56,12.56
212,North Brookfield,2011,13.56,0.00,13.56,13.56,13.56
212,North Brookfield,2012,13.50,0.00,13.50,13.50,13.50
212,North Brookfield,2013,14.75,0.00,14.75,14.75,14.75
212,North Brookfield,2014,15.24,0.00,15.24,15.24,15.24
212,North Brookfield,2015,15.59,0.00,15.59,15.59,15.59
212,North Brookfield,2016,16.18,0.00,16.18,16.18,16.18
212,North Brookfield,2017,16.53,0.00,16.53,16.53,16.53
213,North Reading,2003,12.09,0.00,12.09,12.09,12.09
213,North Reading,2004,11.70,0.00,11.70,11.70,11.70
213,North Reading,2005,11.12,0.00,11.12,11.12,11.12
213,North Reading,2006,10.65,0.00,10.65,10.65,10.65
213,North Reading,2007,10.82,0.00,10.82,10.82,10.82
213,North Reading,2008,11.50,0.00,11.50,11.50,11.50
213,North Reading,2009,12.04,0.00,12.04,12.04,12.04
213,North Reading,2010,13.47,0.00,13.47,13.47,13.47
213,North Reading,2011,14.00,0.00,14.00,14.00,14.00
213,North Reading,2012,14.38,0.00,14.38,14.38,14.38
213,North Reading,2013,16.04,0.00,16.04,16.04,16.04
213,North Reading,2014,16.43,0.00,16.43,16.43,16.43
213,North Reading,2015,16.62,0.00,16.62,16.62,16.62
213,North Reading,2016,16.41,0.00,16.41,16.41,16.41
213,North Reading,2017,16.13,0.00,16.13,16.13,16.13
214,Northampton,2003,16.40,0.00,16.40,16.40,16.40
214,Northampton,2004,13.38,0.00,13.38,13.38,13.38
214,Northampton,2005,12.85,0.00,12.85,12.85,12.85
214,Northampton,2006,11.73,0.00,11.73,11.73,11.73
214,Northampton,2007,10.89,0.00,10.89,10.89,10.89
214,Northampton,2008,11.20,0.00,11.20,11.20,11.20
214,Northampton,2009,11.48,0.00,11.48,11.48,11.48
214,Northampton,2010,12.64,0.00,12.64,12.64,12.64
214,Northampton,2011,12.96,0.00,12.96,12.96,12.96
214,Northampton,2012,13.35,0.00,13.35,13.35,13.35
214,Northampton,2013,14.26,0.00,14.26,14.26,14.26
214,Northampton,2014,15.39,0.00,15.39,15.39,15.39
214,Northampton,2015,15.80,0.00,15.80,15.80,15.80
214,Northampton,2016,16.16,0.00,16.16,16.16,16.16
214,Northampton,2017,16.69,0.00,16.69,16.69,16.69
215,Northborough,2003,15.83,15.83,15.83,15.83,15.83
215,Northborough,2004,13.79,13.79,13.79,13.79,13.79
215,Northborough,2005,13.32,13.32,13.32,13.32,13.32
215,Northborough,2006,12.27,12.27,12.27,12.27,12.27
215,Northborough,2007,12.39,12.39,12.39,12.39,12.39
215,Northborough,2008,13.28,13.28,13.28,13.28,13.28
215,Northborough,2009,13.76,13.76,13.76,13.76,13.76
215,Northborough,2010,14.38,14.38,14.38,14.38,14.38
215,Northborough,2011,15.11,15.11,15.11,15.11,15.11
215,Northborough,2012,15.49,15.49,15.49,15.49,15.49
215,Northborough,2013,16.11,0.00,16.11,16.11,16.11
215,Northborough,2014,16.59,0.00,16.59,16.59,16.59
215,Northborough,2015,16.73,0.00,16.73,16.73,16.73
215,Northborough,2016,17.17,0.00,17.17,17.17,17.17
215,Northborough,2017,17.39,0.00,17.39,17.39,17.39
216,Northbridge,2003,12.91,12.91,12.91,12.91,12.91
216,Northbridge,2004,13.22,13.22,13.22,13.22,13.22
216,Northbridge,2005,9.06,0.00,9.06,9.06,9.06
216,Northbridge,2006,8.62,0.00,8.62,8.62,8.62
216,Northbridge,2007,8.54,0.00,8.54,8.54,8.54
216,Northbridge,2008,8.67,0.00,8.67,8.67,8.67
216,Northbridge,2009,10.06,0.00,10.06,10.06,10.06
216,Northbridge,2010,10.40,0.00,10.40,10.40,10.40
216,Northbridge,2011,11.70,0.00,11.70,11.70,11.70
216,Northbridge,2012,12.81,0.00,12.81,12.81,12.81
216,Northbridge,2013,12.35,0.00,12.35,12.35,12.35
216,Northbridge,2014,13.26,0.00,13.26,13.26,13.26
216,Northbridge,2015,13.38,0.00,13.38,13.38,13.38
216,Northbridge,2016,13.75,0.00,13.75,13.75,13.75
216,Northbridge,2017,13.53,0.00,13.53,13.53,13.53
217,Northfield,2003,13.77,0.00,13.77,13.77,13.77
217,Northfield,2004,12.79,0.00,12.79,12.79,12.79
217,Northfield,2005,13.72,0.00,13.72,13.72,13.72
217,Northfield,2006,12.87,0.00,12.87,12.87,12.87
217,Northfield,2007,12.90,0.00,12.90,12.90,12.90
217,Northfield,2008,13.23,0.00,13.23,13.23,13.23
217,Northfield,2009,13.64,0.00,13.64,13.64,13.64
217,Northfield,2010,13.91,0.00,13.91,13.91,13.91
217,Northfield,2011,13.72,0.00,13.72,13.72,13.72
217,Northfield,2012,14.10,0.00,14.10,14.10,14.10
217,Northfield,2013,15.04,0.00,15.04,15.04,15.04
217,Northfield,2014,15.49,0.00,15.49,15.49,15.49
217,Northfield,2015,16.65,0.00,16.65,16.65,16.65
217,Northfield,2016,15.89,0.00,15.89,15.89,15.89
217,Northfield,2017,16.45,0.00,16.45,16.45,16.45
218,Norton,2003,11.54,0.00,11.54,11.54,11.54
218,Norton,2004,11.92,0.00,11.92,11.92,11.92
218,Norton,2005,10.72,0.00,10.72,10.72,10.72
218,Norton,2006,9.49,0.00,9.49,9.49,9.49
218,Norton,2007,9.72,0.00,9.72,9.72,9.72
218,Norton,2008,9.98,0.00,9.98,9.98,9.98
