JURISDICTION_CODE,NAME,YEAR,RESIDENTIAL,OPENSPACE,COMMERCIAL,INDUSTRIAL,PERSONALPROP,TOTAL,RO,CIP
176,Medford,2007,"58,133,388",0,"10,821,376","1,629,118","1,698,791","72,282,673",80.43,19.57
176,Medford,2008,"59,625,362",0,"12,163,000","1,773,352","1,811,893","75,373,607",79.11,20.89
177,Medway,2003,"16,401,158",0,"624,670","868,947","631,175","18,525,950",88.53,11.47
177,Medway,2004,"17,155,405",0,"646,999","956,691","647,141","19,406,236",88.40,11.60
177,Medway,2005,"19,410,360",0,"723,466","1,071,659","761,414","21,966,899",88.36,11.64
177,Medway,2006,"20,840,115",0,"903,054","909,261","676,448","23,328,878",89.33,10.67
177,Medway,2007,"21,717,413",0,"935,905","909,418","721,812","24,284,548",89.43,10.57
177,Medway,2008,"22,093,863",0,"945,816","930,693","751,025","24,721,397",89.37,10.63
178,Melrose,2003,"29,260,900",0,"1,952,393","425,269","618,552","32,257,114",90.71,9.29
178,Melrose,2004,"30,420,711",0,"1,919,479","420,166","597,754","33,358,110",91.19,8.81
178,Melrose,2005,"31,646,603",0,"2,041,482","309,581","563,083","34,560,749",91.57,8.43
178,Melrose,2006,"33,012,052",0,"2,024,351","284,706","578,699","35,899,808",91.96,8.04
178,Melrose,2007,"35,109,668",0,"2,103,295","296,766","571,944","38,081,673",92.20,7.80
178,Melrose,2008,"36,662,126",0,"2,232,040","326,813","644,072","39,865,051",91.97,8.03
179,Mendon,2003,"6,349,014",0,"375,203","63,460","174,023","6,961,700",91.20,8.80
179,Mendon,2004,"7,117,716",0,"390,057","65,108","199,633","7,772,514",91.58,8.42
179,Mendon,2005,"7,140,400",0,"371,668","61,502","193,415","7,766,985",91.93,8.07
179,Mendon,2006,"7,841,564",0,"399,572","65,887","192,492","8,499,515",92.26,7.74
179,Mendon,2007,"8,040,807",0,"420,861","66,345","198,776","8,726,789",92.14,7.86
179,Mendon,2008,"8,967,668",0,"469,440","71,137","234,823","9,743,068",92.04,7.96
180,Merrimac,2003,"5,732,439",0,"197,883","95,789","59,406","6,085,517",94.20,5.80
180,Merrimac,2004,"6,383,870",0,"179,793","86,718","53,897","6,704,278",95.22,4.78
180,Merrimac,2005,"6,844,170",0,"191,593","90,547","52,245","7,178,555",95.34,4.66
180,Merrimac,2006,"7,563,080",0,"178,463","84,448","50,828","7,876,819",96.02,3.98
180,Merrimac,2007,"7,756,875",0,"193,504","87,450","46,676","8,084,505",95.95,4.05
180,Merrimac,2008,"8,170,242",0,"207,899","94,468","60,900","8,533,509",95.74,4.26
181,Methuen,2003,"33,900,029",0,"5,597,469","2,655,350","1,480,287","43,633,135",77.69,22.31
181,Methuen,2004,"34,304,677",0,"5,541,312","2,781,246","1,521,666","44,148,901",77.70,22.30
181,Methuen,2005,"37,179,286",0,"5,509,349","2,671,906","1,791,045","47,151,586",78.85,21.15
181,Methuen,2006,"39,601,721",0,"5,963,897","2,582,042","1,698,970","49,846,630",79.45,20.55
181,Methuen,2007,"41,992,417",0,"6,212,047","2,781,531","1,935,861","52,921,856",79.35,20.65
181,Methuen,2008,"45,159,825",0,"7,084,428","3,096,976","2,140,801","57,482,030",78.56,21.44
182,Middleborough,2003,"16,425,378",0,"3,274,661","632,872","487,887","20,820,798",78.89,21.11
182,Middleborough,2004,"18,081,560",0,"2,764,153","615,416","337,319","21,798,448",82.95,17.05
182,Middleborough,2005,"19,486,049",0,"2,737,645","567,691","281,526","23,072,911",84.45,15.55
182,Middleborough,2006,"20,919,381",0,"2,633,091","515,097","254,082","24,321,651",86.01,13.99
182,Middleborough,2007,"21,599,566",0,"3,165,018","551,572","271,542","25,587,698",84.41,15.59
182,Middleborough,2008,"22,432,119",0,"3,461,351","598,194","365,800","26,857,464",83.52,16.48
183,Middlefield,2003,"676,101",0,"25,645",267,"30,634","732,647",92.28,7.72
183,Middlefield,2004,"681,355",0,"32,124",271,"34,549","748,299",91.05,8.95
183,Middlefield,2005,"717,143",0,"34,900",325,"30,336","782,704",91.62,8.38
183,Middlefield,2006,"775,069",0,"35,898",330,"28,886","840,183",92.25,7.75
183,Middlefield,2007,"819,798",0,"38,171",357,"27,058","885,384",92.59,7.41
183,Middlefield,2008,"950,291",0,"26,747",463,"30,089","1,007,590",94.31,5.69
184,Middleton,2003,"10,263,995",0,"1,543,577","459,483","185,018","12,452,073",82.43,17.57
184,Middleton,2004,"11,093,916",0,"1,494,163","441,532","204,302","13,233,913",83.83,16.17
184,Middleton,2005,"11,804,803",0,"1,535,958","459,065","327,510","14,127,336",83.56,16.44
184,Middleton,2006,"12,728,513",0,"1,416,729","444,448","319,299","14,908,989",85.37,14.63
184,Middleton,2007,"13,692,798",0,"1,569,157","456,627","342,200","16,060,782",85.26,14.74
184,Middleton,2008,"14,213,132",0,"1,855,609","525,560","367,264","16,961,565",83.80,16.20
185,Milford,2003,"22,464,817",0,"6,277,767","3,872,186","3,226,628","35,841,398",62.68,37.32
185,Milford,2004,"25,561,470",0,"5,965,408","3,952,414","2,681,174","38,160,466",66.98,33.02
185,Milford,2005,"26,984,410",0,"6,278,459","4,006,822","2,508,270","39,777,961",67.84,32.16
185,Milford,2006,"28,683,568",0,"6,401,138","3,897,207","2,333,637","41,315,550",69.43,30.57
185,Milford,2007,"30,743,885",0,"6,980,874","4,308,655","1,903,558","43,936,972",69.97,30.03
185,Milford,2008,"32,344,548",0,"7,682,707","4,281,478","1,937,771","46,246,504",69.94,30.06
186,Millbury,2003,"10,643,343",0,"609,897","635,784","805,971","12,694,995",83.84,16.16
186,Millbury,2004,"10,827,678",0,"630,282","639,673","831,225","12,928,858",83.75,16.25
186,Millbury,2005,"11,360,828",0,"909,430","583,754","665,463","13,519,475",84.03,15.97
186,Millbury,2006,"13,037,985",0,"1,565,328","649,105","661,598","15,914,016",81.93,18.07
186,Millbury,2007,"13,345,366",0,"1,592,050","649,117","660,262","16,246,795",82.14,17.86
186,Millbury,2008,"13,903,990",0,"1,647,899","652,020","701,105","16,905,014",82.25,17.75
187,Millis,2003,"9,634,506",0,"729,928","216,957","182,599","10,763,990",89.51,10.49
187,Millis,2004,"9,958,250",0,"731,145","221,857","211,018","11,122,270",89.53,10.47
187,Millis,2005,"10,506,334",0,"612,037","183,549","172,211","11,474,131",91.57,8.43
187,Millis,2006,"10,790,584",0,"612,178","184,095","173,082","11,759,939",91.76,8.24
187,Millis,2007,"12,283,625",0,"726,101","212,144","192,648","13,414,518",91.57,8.43
187,Millis,2008,"12,637,462",0,"809,110","225,238","208,041","13,879,851",91.05,8.95
188,Millville,2003,"2,490,434",0,"45,256","18,484","74,751","2,628,925",94.73,5.27
188,Millville,2004,"2,849,102",0,"47,718","20,357","91,510","3,008,687",94.70,5.30
188,Millville,2005,"2,991,588",0,"40,393","20,348","88,700","3,141,029",95.24,4.76
188,Millville,2006,"3,134,269",0,"42,684","21,085","96,071","3,294,109",95.15,4.85
188,Millville,2007,"3,275,433",0,"41,355","23,892","92,581","3,433,261",95.40,4.60
188,Millville,2008,"3,387,734",0,"48,045","26,658","94,129","3,556,566",95.25,4.75
189,Milton,2003,"38,003,889",0,"1,671,415","142,801","575,369","40,393,474",94.08,5.92
189,Milton,2004,"39,447,591",0,"1,685,274","129,262","663,906","41,926,033",94.09,5.91
189,Milton,2005,"41,341,706",0,"1,831,049","111,356","655,746","43,939,857",94.09,5.91
189,Milton,2006,"44,979,742",0,"1,880,703","113,150","672,443","47,646,038",94.40,5.60
189,Milton,2007,"48,581,740",0,"1,913,214","122,673","699,235","51,316,862",94.67,5.33
189,Milton,2008,"49,450,728",0,"1,836,201","105,749","842,209","52,234,887",94.67,5.33
190,Monroe,2003,"93,342",0,"12,971","236,490","19,951","362,754",25.73,74.27
190,Monroe,2004,"98,608",0,"13,399","241,486","19,509","373,002",26.44,73.56
190,Monroe,2005,"96,792",0,"12,937","233,149","39,307","382,185",25.33,74.67
190,Monroe,2006,"94,695",0,"12,668","219,495","47,126","373,984",25.32,74.68
190,Monroe,2007,"101,902",0,"12,312","213,331","74,835","402,380",25.32,74.68
190,Monroe,2008,"119,867",0,"14,710","254,886","83,923","473,386",25.32,74.68
191,Monson,2003,"7,038,787",0,"371,990","187,078","337,958","7,935,813",88.70,11.30
191,Monson,2004,"7,533,766",0,"345,986","160,906","325,633","8,366,291",90.05,9.95
191,Monson,2005,"7,173,150",0,"312,703","139,072","243,717","7,868,642",91.16,8.84
191,Monson,2006,"7,348,764",0,"304,338","135,017","227,692","8,015,811",91.68,8.32
191,Monson,2007,"7,911,696",0,"306,586","135,355","212,997","8,566,634",92.35,7.65
191,Monson,2008,"8,728,538",0,"290,678","138,326","232,381","9,389,923",92.96,7.04
192,Montague,2003,"6,010,491","39,534","541,220","2,180,793","637,133","9,409,171",64.30,35.70
192,Montague,2004,"6,479,152","45,951","601,562","2,190,562","628,686","9,945,913",65.61,34.39
192,Montague,2005,"6,381,481","49,787","581,685","2,158,388","618,490","9,789,831",65.69,34.31
192,Montague,2006,"6,686,634","48,932","610,119","2,042,066","648,674","10,036,425",67.11,32.89
192,Montague,2007,"7,263,988","59,767","650,086","1,557,901","616,516","10,148,258",72.17,27.83
192,Montague,2008,"7,537,977","58,489","677,453","1,573,260","663,058","10,510,237",72.28,27.72
193,Monterey,2003,"1,830,409",0,"47,632","2,169","44,448","1,924,658",95.10,4.90
193,Monterey,2004,"1,893,539",0,"44,159","2,224","46,319","1,986,241",95.33,4.67
193,Monterey,2005,"1,965,735",0,"41,788","2,239","36,440","2,046,202",96.07,3.93
193,Monterey,2006,"2,183,608",0,"42,086",990,"40,065","2,266,749",96.33,3.67
193,Monterey,2007,"2,239,030",0,"40,160","1,010","39,796","2,319,996",96.51,3.49
193,Monterey,2008,"2,298,180",0,"43,987",989,"38,709","2,381,865",96.49,3.51
194,Montgomery,2003,"825,637",0,"18,306","5,297","18,251","867,491",95.18,4.82
194,Montgomery,2004,"866,390",0,"20,072","5,221","17,089","908,772",95.34,4.66
194,Montgomery,2005,"931,436",0,"20,651","5,205","16,925","974,217",95.61,4.39
194,Montgomery,2006,"964,197",0,"22,658","5,659","14,148","1,006,662",95.78,4.22
194,Montgomery,2007,"1,076,309",0,"20,779","5,108","14,853","1,117,049",96.35,3.65
194,Montgomery,2008,"1,170,149",0,"22,633","5,499","16,395","1,214,676",96.33,3.67
195,Mount Washington,2003,"240,665",0,533,"3,533","5,654","250,385",96.12,3.88
195,Mount Washington,2004,"298,351",0,460,"3,871","6,436","309,118",96.52,3.48
195,Mount Washington,2005,"290,530",0,436,"3,665","5,790","300,421",96.71,3.29
195,Mount Washington,2006,"332,902",0,492,"4,226","6,403","344,023",96.77,3.23
195,Mount Washington,2007,"373,372",0,602,"4,826","6,102","384,902",97,3
195,Mount Washington,2008,"408,211",0,94,"5,193","6,624","420,122",97.16,2.84
196,Nahant,2003,"5,041,058",0,"106,506","2,403","39,213","5,189,180",97.15,2.85
196,Nahant,2004,"5,209,430",0,"103,718","2,592","35,265","5,351,005",97.35,2.65
196,Nahant,2005,"5,380,355",0,"105,054","2,690","94,344","5,582,443",96.38,3.62
196,Nahant,2006,"5,559,839",0,"105,480","2,790","88,893","5,757,002",96.58,3.42
196,Nahant,2007,"5,809,514",0,"106,901","2,955","94,369","6,013,739",96.60,3.40
196,Nahant,2008,"6,973,534",0,"133,747","2,975","104,912","7,215,168",96.65,3.35
197,Nantucket,2003,"32,936,553","38,963","3,831,566","151,236","763,939","37,722,257",87.42,12.58
197,Nantucket,2004,"35,111,054","30,292","4,349,486","223,156","631,026","40,345,014",87.10,12.90
197,Nantucket,2005,"37,721,706","31,907","4,442,769","222,109","898,971","43,317,462",87.16,12.84
197,Nantucket,2006,"41,633,341","73,445","4,673,890","242,909","997,297","47,620,882",87.58,12.42
197,Nantucket,2007,"45,061,618","67,275","5,693,987","292,435","803,956","51,919,271",86.92,13.08
197,Nantucket,2008,"48,898,998","72,060","5,954,890","342,639","951,420","56,220,007",87.11,12.89
198,Natick,2003,"40,877,621",0,"11,682,409","735,555","843,249","54,138,834",75.51,24.49
198,Natick,2004,"43,554,556",0,"10,742,523","769,825","856,926","55,923,830",77.88,22.12
198,Natick,2005,"45,662,661",0,"11,765,021","622,290","800,734","58,850,706",77.59,22.41
198,Natick,2006,"48,312,860",0,"11,449,836","601,908","804,658","61,169,262",78.98,21.02
198,Natick,2007,"50,120,567",0,"11,333,194","603,579","782,174","62,839,514",79.76,20.24
198,Natick,2008,"51,612,195",0,"12,002,486","619,826","952,153","65,186,660",79.18,20.82
199,Needham,2003,"43,678,907",0,"9,153,215","2,490,062","1,363,081","56,685,265",77.06,22.94
199,Needham,2004,"47,831,181",0,"9,345,317","2,751,624","1,528,463","61,456,585",77.83,22.17
199,Needham,2005,"50,398,379",0,"9,494,675","2,793,982","1,754,424","64,441,460",78.21,21.79
199,Needham,2006,"54,568,162",0,"10,018,642","2,641,893","1,753,223","68,981,920",79.11,20.89
199,Needham,2007,"58,789,954",0,"10,674,387","2,520,319","1,943,045","73,927,705",79.52,20.48
199,Needham,2008,"61,486,288",0,"11,453,493","2,627,651","2,383,913","77,951,345",78.88,21.12
200,New Ashford,2003,"118,856","3,544","61,380",0,"21,416","205,196",59.65,40.35
200,New Ashford,2004,"142,978","4,226","73,873",0,"32,917","253,994",57.96,42.04
200,New Ashford,2005,"157,937","3,640","72,716",0,"28,704","262,997",61.44,38.56
200,New Ashford,2006,"173,488","2,187","78,089",0,"17,612","271,376",64.73,35.27
200,New Ashford,2007,"175,044","2,131","74,424","2,834","19,060","273,493",64.78,35.22
200,New Ashford,2008,"173,265","2,082","67,732","2,754","18,729","264,562",66.28,33.72
201,New Bedford,2003,"42,750,143",0,"11,629,090","6,134,303","3,714,153","64,227,689",66.56,33.44
201,New Bedford,2004,"46,085,275",0,"12,678,670","6,211,794","3,636,007","68,611,746",67.17,32.83
201,New Bedford,2005,"49,065,023",0,"13,887,687","6,555,113","3,430,150","72,937,973",67.27,32.73
201,New Bedford,2006,"52,925,445",0,"14,564,519","6,516,963","3,157,525","77,164,452",68.59,31.41
201,New Bedford,2007,"57,970,084",0,"13,998,703","6,543,698","3,033,140","81,545,625",71.09,28.91
201,New Bedford,2008,"59,683,448",0,"13,543,966","6,232,742","3,217,719","82,677,875",72.19,27.81
202,New Braintree,2003,"938,973",0,"50,802","3,744","28,785","1,022,304",91.85,8.15
202,New Braintree,2004,"983,635",0,"47,074","1,803","27,356","1,059,868",92.81,7.19
202,New Braintree,2005,"1,107,796",0,"47,996","2,842","23,570","1,182,204",93.71,6.29
202,New Braintree,2006,"1,182,277",0,"49,710","2,943","22,775","1,257,705",94,6
202,New Braintree,2007,"1,278,337",0,"49,297",755,"22,311","1,350,700",94.64,5.36
202,New Braintree,2008,"1,369,192",0,"50,249",792,"25,500","1,445,733",94.71,5.29
203,New Marlborough,2003,"2,140,941",874,"106,605","10,532","52,853","2,311,805",92.65,7.35
203,New Marlborough,2004,"2,329,189",0,"113,956","10,848","29,823","2,483,816",93.77,6.23
203,New Marlborough,2005,"2,434,340",0,"121,419","11,190","32,345","2,599,294",93.65,6.35
203,New Marlborough,2006,"2,789,618",0,"138,930","13,460","30,997","2,973,005",93.83,6.17
203,New Marlborough,2007,"2,717,268",0,"131,794","11,686","27,660","2,888,408",94.07,5.93
203,New Marlborough,2008,"3,017,951",0,"144,662","12,861","31,115","3,206,589",94.12,5.88
204,New Salem,2003,"883,005",0,"24,105","2,413","17,683","927,206",95.23,4.77
204,New Salem,2004,"1,009,459",0,"25,945","2,702","30,299","1,068,405",94.48,5.52
204,New Salem,2005,"1,039,924",0,"26,637","2,530","24,897","1,093,988",95.06,4.94
204,New Salem,2006,"1,103,154",0,"19,635","2,573","18,666","1,144,028",96.43,3.57
204,New Salem,2007,"1,258,994",0,"21,286","2,855","19,278","1,302,413",96.67,3.33
204,New Salem,2008,"1,319,822",0,"27,055","3,435","22,838","1,373,150",96.12,3.88
205,Newbury,2003,"8,746,622",0,"280,644","27,069","129,530","9,183,865",95.24,4.76
205,Newbury,2004,"9,004,997",0,"283,515","23,333","120,494","9,432,339",95.47,4.53
205,Newbury,2005,"9,476,279",0,"286,181","23,092","107,275","9,892,827",95.79,4.21
205,Newbury,2006,"10,725,183",0,"314,892","26,104","115,440","11,181,619",95.92,4.08
205,Newbury,2007,"11,355,585",0,"338,325","27,893","112,734","11,834,537",95.95,4.05
205,Newbury,2008,"11,644,675",0,"347,310","29,668","125,824","12,147,477",95.86,4.14
206,Newburyport,2003,"24,316,100","4,999","2,367,067","1,660,228","453,528","28,801,922",84.44,15.56
206,Newburyport,2004,"25,812,201","5,835","2,515,966","1,760,941","505,231","30,600,174",84.37,15.63
206,Newburyport,2005,"27,881,549","5,156","2,450,821","1,492,514","417,726","32,247,766",86.48,13.52
206,Newburyport,2006,"29,312,640","5,323","2,441,206","1,507,639","414,333","33,681,141",87.05,12.95
206,Newburyport,2007,"30,932,404","4,859","2,538,781","1,550,234","392,948","35,419,226",87.35,12.65
206,Newburyport,2008,"31,630,324","3,398","2,785,527","1,821,483","472,448","36,713,180",86.16,13.84
207,Newton,2003,"145,785,983",0,"27,843,021","2,648,151","3,893,065","180,170,220",80.92,19.08
207,Newton,2004,"154,074,872",0,"26,633,994","2,515,954","4,159,905","187,384,725",82.22,17.78
207,Newton,2005,"161,600,544",0,"26,515,410","2,572,997","3,500,971","194,189,922",83.22,16.78
207,Newton,2006,"168,840,600",0,"26,293,350","2,601,812","3,502,280","201,238,042",83.90,16.10
207,Newton,2007,"175,221,741",0,"27,193,831","2,635,958","3,452,598","208,504,128",84.04,15.96
207,Newton,2008,"179,245,608",0,"29,939,010","2,684,235","3,903,572","215,772,425",83.07,16.93
208,Norfolk,2003,"12,980,005","1,785","391,851","107,051","130,826","13,611,518",95.37,4.63
208,Norfolk,2004,"13,547,503","1,690","531,113","126,074","129,554","14,335,934",94.51,5.49
208,Norfolk,2005,"14,632,291","1,933","561,175","128,981","166,946","15,491,326",94.47,5.53
208,Norfolk,2006,"16,920,601","6,848","604,886","154,923","171,436","17,858,694",94.79,5.21
208,Norfolk,2007,"17,886,999","4,460","636,816","162,928","183,735","18,874,938",94.79,5.21
208,Norfolk,2008,"18,230,153","4,692","716,085","164,626","213,546","19,329,102",94.34,5.66
209,North Adams,2003,"4,791,527","12,030","2,055,665","639,589","656,569","8,155,380",58.90,41.10
209,North Adams,2004,"5,024,837","11,307","2,139,277","614,828","760,260","8,550,509",58.90,41.10
209,North Adams,2005,"5,204,345","10,438","2,230,975","659,187","751,475","8,856,420",58.88,41.12
209,North Adams,2006,"5,406,095","10,761","2,364,385","681,782","736,359","9,199,382",58.88,41.12
209,North Adams,2007,"5,672,106",0,"2,568,753","731,398","680,305","9,652,562",58.76,41.24
209,North Adams,2008,"6,439,137",0,"2,654,806","748,015","712,443","10,554,401",61.01,38.99
210,North Andover,2003,"34,961,897",0,"3,088,916","2,511,304","823,030","41,385,147",84.48,15.52
210,North Andover,2004,"38,158,222",0,"3,441,456","2,637,449","804,409","45,041,536",84.72,15.28
210,North Andover,2005,"39,603,439",0,"3,019,317","2,216,637","977,316","45,816,709",86.44,13.56
210,North Andover,2006,"41,704,830",0,"3,237,622","2,366,656","1,091,294","48,400,402",86.17,13.83
210,North Andover,2007,"42,983,411",0,"3,613,257","2,202,311","984,272","49,783,251",86.34,13.66
210,North Andover,2008,"45,618,066",0,"3,910,625","2,302,481","1,129,991","52,961,163",86.13,13.87
211,North Attleborough,2003,"20,705,688",0,"6,068,466","751,229","489,848","28,015,231",73.91,26.09
211,North Attleborough,2004,"22,351,786",0,"6,459,715","807,030","676,914","30,295,445",73.78,26.22
211,North Attleborough,2005,"25,095,878",0,"5,783,973","757,639","501,015","32,138,505",78.09,21.91
211,North Attleborough,2006,"26,268,344",0,"6,184,848","839,251","509,341","33,801,784",77.71,22.29
211,North Attleborough,2007,"27,794,981",0,"6,331,256","873,564","504,886","35,504,687",78.29,21.71
211,North Attleborough,2008,"29,125,095",0,"6,262,300","1,003,666","485,478","36,876,539",78.98,21.02
212,North Brookfield,2003,"2,730,136",0,"169,218","120,326","89,636","3,109,316",87.81,12.19
212,North Brookfield,2004,"3,062,995",0,"153,147","103,744","68,197","3,388,083",90.40,9.60
212,North Brookfield,2005,"3,174,155",0,"155,222","104,939","62,828","3,497,144",90.76,9.24
212,North Brookfield,2006,"3,586,452",0,"150,037","106,863","60,997","3,904,349",91.86,8.14
212,North Brookfield,2007,"3,818,135",0,"145,353","105,274","50,267","4,119,029",92.70,7.30
212,North Brookfield,2008,"4,129,303",0,"155,932","111,816","55,474","4,452,525",92.74,7.26
213,North Reading,2003,"19,040,067",0,"1,536,240","1,542,145","176,866","22,295,318",85.40,14.60
213,North Reading,2004,"20,013,449",0,"1,525,475","1,467,172","242,275","23,248,371",86.09,13.91
213,North Reading,2005,"22,787,074",0,"1,629,730","1,193,719","210,224","25,820,747",88.25,11.75
213,North Reading,2006,"23,927,602",0,"1,666,502","1,170,957","199,587","26,964,648",88.74,11.26
213,North Reading,2007,"25,968,969",0,"1,787,832","1,204,204","224,795","29,185,800",88.98,11.02
213,North Reading,2008,"27,249,678",0,"1,983,967","1,260,183","355,451","30,849,279",88.33,11.67
214,Northampton,2003,"22,234,474",0,"4,635,353","1,109,428","1,039,024","29,018,279",76.62,23.38
214,Northampton,2004,"23,858,305",0,"4,886,676","1,033,609","735,286","30,513,876",78.19,21.81
214,Northampton,2005,"25,258,916",0,"4,792,902","1,003,082","721,871","31,776,771",79.49,20.51
214,Northampton,2006,"26,561,687",0,"4,466,692","925,551","689,579","32,643,509",81.37,18.63
214,Northampton,2007,"27,789,052",0,"4,976,264","954,198","693,850","34,413,364",80.75,19.25
214,Northampton,2008,"28,942,969",0,"4,984,671","977,913","862,616","35,768,169",80.92,19.08
215,Northborough,2003,"18,572,684","23,204","2,018,184","2,515,449","678,875","23,808,396",78.11,21.89
215,Northborough,2004,"21,795,725","29,591","1,993,773","2,672,134","725,797","27,217,020",80.19,19.81
215,Northborough,2005,"21,942,249","24,701","2,059,930","2,864,241","685,441","27,576,562",79.66,20.34
215,Northborough,2006,"22,996,770","28,123","2,061,972","2,979,344","634,440","28,700,649",80.22,19.78
215,Northborough,2007,"24,679,890","32,636","2,238,889","3,156,519","631,792","30,739,726",80.39,19.61
215,Northborough,2008,"25,783,048","31,997","2,433,468","3,540,583","811,120","32,600,216",79.19,20.81
216,Northbridge,2003,"9,720,535","180,160","706,491","249,932","306,918","11,164,036",88.68,11.32
216,Northbridge,2004,"10,338,012","161,447","713,740","263,379","379,637","11,856,215",88.56,11.44
216,Northbridge,2005,"11,144,901",0,"834,704","309,144","245,123","12,533,872",88.92,11.08
216,Northbridge,2006,"12,141,671",0,"785,252","296,524","247,615","13,471,062",90.13,9.87
216,Northbridge,2007,"12,616,588",0,"818,734","301,243","240,942","13,977,507",90.26,9.74
216,Northbridge,2008,"13,044,111",0,"1,176,035","396,363","269,660","14,886,169",87.63,12.37
217,Northfield,2003,"2,141,529",0,"146,231","988,671","243,451","3,519,882",60.84,39.16
217,Northfield,2004,"2,519,174",0,"140,052","890,934","158,772","3,708,932",67.92,32.08
217,Northfield,2005,"2,965,268",0,"165,334","973,548","168,993","4,273,143",69.39,30.61
217,Northfield,2006,"3,178,730",0,"179,334","644,572","490,944","4,493,580",70.74,29.26
217,Northfield,2007,"3,371,470",0,"177,529","650,698","497,571","4,697,268",71.78,28.22
217,Northfield,2008,"3,770,439",0,"195,693","616,950","513,185","5,096,267",73.98,26.02
218,Norton,2003,"15,718,656",0,"1,183,558","872,890","344,480","18,119,584",86.75,13.25
218,Norton,2004,"16,750,091",0,"1,281,396","900,976","376,339","19,308,802",86.75,13.25
218,Norton,2005,"17,955,486",0,"1,206,820","816,957","384,692","20,363,955",88.17,11.83
218,Norton,2006,"18,649,643",0,"1,378,604","995,883","332,299","21,356,429",87.33,12.67
218,Norton,2007,"19,552,660",0,"1,424,842","1,019,835","352,375","22,349,712",87.49,12.51
218,Norton,2008,"20,364,599",0,"1,491,427","1,091,948","407,941","23,355,915",87.19,12.81
219,Norwell,2003,"18,102,295",0,"2,697,481","673,507","426,378","21,899,661",82.66,17.34
219,Norwell,2004,"19,200,282",0,"2,777,199","698,763","431,368","23,107,612",83.09,16.91
219,Norwell,2005,"19,758,965",0,"2,246,919","549,221","259,491","22,814,596",86.61,13.39
219,Norwell,2006,"21,943,720",0,"2,693,731","612,574","296,884","25,546,909",85.90,14.10
219,Norwell,2007,"23,136,739",0,"2,718,237","639,739","256,581","26,751,296",86.49,13.51
219,Norwell,2008,"23,854,303",0,"2,967,319","670,813","253,885","27,746,320",85.97,14.03
220,Norwood,2003,"21,042,073",0,"10,641,765","4,242,799","901,343","36,827,980",57.14,42.86
220,Norwood,2004,"22,284,372",0,"10,628,163","4,211,519","1,157,779","38,281,833",58.21,41.79
220,Norwood,2005,"23,624,285",0,"11,094,739","4,231,186","1,112,908","40,063,118",58.97,41.03
220,Norwood,2006,"23,671,843",0,"12,602,774","4,534,933","1,100,010","41,909,560",56.48,43.52
220,Norwood,2007,"24,663,440",0,"13,571,012","4,416,004","1,336,191","43,986,647",56.07,43.93
220,Norwood,2008,"25,818,391",0,"14,278,365","4,564,042","1,544,015","46,204,813",55.88,44.12
221,Oak Bluffs,2003,"11,204,663","9,387","642,605","27,571","207,234","12,091,460",92.74,7.26
221,Oak Bluffs,2004,"13,043,971","9,044","688,476","28,189","210,440","13,980,120",93.37,6.63
221,Oak Bluffs,2005,"13,409,831","9,907","716,608","28,091","235,030","14,399,467",93.20,6.80
221,Oak Bluffs,2006,"14,165,153","10,060","748,476","31,060","222,282","15,177,031",93.40,6.60
221,Oak Bluffs,2007,"14,746,770","10,182","725,564","31,330","230,239","15,744,085",93.73,6.27
221,Oak Bluffs,2008,"15,112,341","11,420","908,680","27,720","262,668","16,322,829",92.65,7.35
222,Oakham,2003,"1,295,469",0,"56,493","10,247","43,137","1,405,346",92.18,7.82
222,Oakham,2004,"1,300,835",0,"43,894","8,898","41,462","1,395,089",93.24,6.76
222,Oakham,2005,"1,444,073",0,"45,031","8,272","34,120","1,531,496",94.29,5.71
222,Oakham,2006,"1,545,477",0,"47,891","8,626","34,817","1,636,811",94.42,5.58
222,Oakham,2007,"1,700,051",0,"51,513","9,463","31,353","1,792,380",94.85,5.15
222,Oakham,2008,"1,828,691",0,"58,259","8,277","30,618","1,925,845",94.96,5.04
223,Orange,2003,"4,681,608",0,"600,841","330,031","137,051","5,749,531",81.43,18.57
223,Orange,2004,"4,908,210",0,"614,331","337,490","128,746","5,988,777",81.96,18.04
223,Orange,2005,"5,124,813",0,"526,205","276,263","126,394","6,053,675",84.66,15.34
223,Orange,2006,"5,435,898",0,"516,710","272,565","90,954","6,316,127",86.06,13.94
223,Orange,2007,"5,635,983",0,"527,132","273,938","92,481","6,529,534",86.32,13.68
223,Orange,2008,"6,115,853",0,"524,763","256,088","118,494","7,015,198",87.18,12.82
224,Orleans,2003,"11,745,339",0,"892,579","51,475","174,347","12,863,740",91.31,8.69
224,Orleans,2004,"12,696,866",0,"873,242","52,109","173,987","13,796,204",92.03,7.97
224,Orleans,2005,"13,541,525",0,"941,660","44,631","117,817","14,645,633",92.46,7.54
224,Orleans,2006,"14,821,108",0,"900,986","36,676","112,501","15,871,271",93.38,6.62
224,Orleans,2007,"15,239,154",0,"1,021,158","42,047","125,139","16,427,498",92.77,7.23
224,Orleans,2008,"16,455,475",0,"1,105,313","43,346","147,928","17,752,062",92.70,7.30
225,Otis,2003,"2,271,357",0,"74,767","20,184","107,772","2,474,080",91.81,8.19
225,Otis,2004,"2,461,382",0,"71,955","17,899","104,176","2,655,412",92.69,7.31
